#entity	document	start	end	text	comment
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20178	1059	1064	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20184	232	235	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20186	507	510	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20188	990	993	rat	
species:ncbi:405018	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20192	67	75	cardinal	
species:ncbi:405018	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20192	433	441	cardinal	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20194	69	74	mouse	
species:ncbi:7227	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20196	840	863	Drosophila melanogaster	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20198	125	130	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20198	197	203	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20198	963	968	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20200	23	28	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20200	604	610	humans	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20204	263	268	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20216	419	423	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20216	650	654	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20216	832	836	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20218	401	406	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20226	384	389	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20228	241	246	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20230	100	103	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20232	286	289	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20234	63	66	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20234	333	336	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20236	422	426	rats	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20238	208	212	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20242	268	274	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20242	538	543	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20246	72	77	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20248	190	193	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20260	361	364	rat	
species:ncbi:39395	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20264	414	429	Cancer borealis	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20266	920	925	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20268	481	496	Transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20268	749	753	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20270	311	316	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20270	342	346	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20272	550	555	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20276	412	416	mice	
species:ncbi:6421	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20280	267	282	medicinal leech	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20282	414	417	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20284	34	39	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20284	349	354	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20284	868	873	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20286	522	527	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20288	135	139	rats	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20290	345	349	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20292	363	367	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20306	186	190	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20306	777	781	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20308	255	261	humans	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20312	549	554	mouse	group: 0, valid: true
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20312	559	564	human	group: 0, valid: true
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20312	863	867	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20312	897	902	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20314	391	395	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20316	200	204	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20316	799	803	rats	
species:ncbi:9685	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20318	292	295	cat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20320	1069	1074	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20322	408	411	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20324	338	341	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20326	419	424	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20328	656	659	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20330	861	865	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20332	264	268	rats	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20332	532	536	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20334	234	240	humans	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20334	331	336	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20334	368	372	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20334	556	560	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20334	708	712	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20338	33	38	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20338	547	553	humans	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20340	263	285	Caenorhabditis elegans	
species:ncbi:9913	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20340	583	587	calf	
species:ncbi:9913	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20340	748	752	calf	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20354	350	354	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20356	161	165	mice	
species:ncbi:9544	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20358	419	433	rhesus monkeys	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20362	310	313	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20364	57	62	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20364	535	540	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20364	653	658	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20372	291	295	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20372	332	336	Rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20372	705	709	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20372	816	820	Rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20372	945	949	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20376	534	537	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20378	530	534	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20382	367	371	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20384	373	378	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20384	973	977	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20386	213	218	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20386	451	466	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20386	520	525	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20388	375	380	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20402	709	712	rat	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20406	492	497	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20408	385	388	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20410	1055	1059	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20412	417	422	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20412	694	699	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20414	465	470	human	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20416	747	751	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20418	81	86	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20418	205	210	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20418	423	428	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20420	302	307	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20422	559	563	mice	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20426	76	98	Caenorhabditis elegans	
species:ncbi:6239	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20426	533	555	Caenorhabditis elegans	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20430	296	301	mouse	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20444	361	364	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20446	558	562	rats	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20448	411	426	transgenic mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20450	58	64	Humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20450	345	351	humans	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20450	521	526	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20452	551	556	mouse	group: 0, valid: true
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20452	561	566	human	group: 0, valid: true
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20454	578	581	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20454	749	752	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20458	414	419	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20458	684	689	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20460	40	45	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20460	374	380	humans	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20462	324	328	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20462	382	386	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-ActaNeuropathologica.rdf#item_20464	778	782	mice	
